baths,beds,city,latitude,longitude,price,sale_date,sq__ft,state,street,type,zip,price_mean,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft,n_zip,s_zip 
,,,,,,,,,,,,,,,,,,
2.0,3.0,ELK GROVE,38.390557,-121.449805,230000.0,Tue May 20 00:00:00 EDT 2008,1567.0,CA,4620 CHAMBERLIN CIR,Residential,95757.0,338334.5833333333,0.4153173866493973,1.0403239281900387,0.2691514943318447,0.29550878387742174,0.5900383141762452,0.0739942323802724
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.672495,-121.515251,234000.0,Tue May 20 00:00:00 EDT 2008,1776.0,CA,5340 BIRK WAY,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.30504981106149087,0.5405125123730659,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.661658,-121.54063300000001,235000.0,Tue May 20 00:00:00 EDT 2008,2187.0,CA,51 ANJOU CIR,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.37564410855376157,1.0223141028597154,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
1.0,3.0,SACRAMENTO,38.534596,-121.493121,236250.0,Tue May 20 00:00:00 EDT 2008,1291.0,CA,2125 22ND AVE,Residential,95822.0,157677.66666666666,0.10501378489842528,-0.7635069299037914,0.2217451047749914,-0.02803680973405091,0.8390804597701149,0.8371193496726416
,,,,,,,,,,,,,,,,,,
0.0,0.0,FOLSOM,38.6457,-121.1197,240000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,611 BLOSSOM ROCK LN,Condo,95630.0,414960.17647058825,0.5469325939468102,1.8054184065584191,0.0,-1.5414330465181494,0.10344827586206896,-1.417034842944818
,,,,,,,,,,,,,,,,,,
0.0,0.0,ELK GROVE,38.43742,-121.372876,242000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,8830 ADUR RD,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.0,-1.5414330465181494,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.699489,-121.361828,245000.0,Tue May 20 00:00:00 EDT 2008,1503.0,CA,7344 BUTTERBALL WAY,Residential,95842.0,143281.77272727274,0.0802868172171311,-0.9072476634270934,0.25815870834764687,0.2204837186921527,0.9157088122605364,1.0719270780702936
,,,,,,,,,,,,,,,,,,
3.0,4.0,SACRAMENTO,38.459711,-121.38428300000001,245000.0,Tue May 20 00:00:00 EDT 2008,2491.0,CA,8219 GWINHURST CIR,Residential,95828.0,184676.95555555556,0.1513888517462426,-0.49392328293925863,0.42785984197870147,1.378683162489743,0.8620689655172413,0.9075616681919372
,,,,,,,,,,,,,,,,,,
1.0,2.0,SACRAMENTO,38.562296,-121.46748899999999,245000.0,Tue May 20 00:00:00 EDT 2008,1269.0,CA,3240 S ST,Residential,95816.0,348750.0,0.43320732612714835,1.1443202231002612,0.2179663345929234,-0.05382667589148713,0.8160919540229885,0.766677031153346
,,,,,,,,,,,,,,,,,,
0.0,0.0,SACRAMENTO,38.676658,-121.52812800000001,250000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,221 PICASSO CIR,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.0,-1.5414330465181494,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
2.0,3.0,ORANGEVALE,38.669882,-121.21353300000001,250000.0,Tue May 20 00:00:00 EDT 2008,1176.0,CA,5706 GREENACRES WAY,Residential,95662.0,279159.54545454547,0.31367595643823887,0.4494704954837786,0.20199244245963585,-0.16284747373883118,0.2260536398467433,-1.0413424775085747
,,,,,,,,,,,,,,,,,,
2.0,4.0,ORANGEVALE,38.692199,-121.250975,250000.0,Tue May 20 00:00:00 EDT 2008,1456.0,CA,6900 LONICERA DR,Residential,95662.0,279159.54545454547,0.31367595643823887,0.4494704954837786,0.25008588114050156,0.16538718644672076,0.2260536398467433,-1.0413424775085747
,,,,,,,,,,,,,,,,,,
2.0,3.0,ROSEVILLE,38.725283000000005,-121.297953,250000.0,Tue May 20 00:00:00 EDT 2008,1498.0,CA,419 DAWNRIDGE RD,Residential,95678.0,269845.85,0.2976783777211746,0.35647471334721087,0.2572998969426314,0.21462238547455356,0.28735632183908044,-0.8534962947904532
,,,,,,,,,,,,,,,,,,
2.0,3.0,ANTELOPE,38.710221000000004,-121.341651,255000.0,Tue May 20 00:00:00 EDT 2008,1574.0,CA,5312 MARBURY WAY,Residential,95843.0,232496.39393939395,0.23352544655812346,-0.016453722597759103,0.2703538302988664,0.3037146503820605,0.9195402298850575,1.0836674644901763
,,,,,,,,,,,,,,,,,,
4.0,5.0,CITRUS HEIGHTS,38.682358,-121.272876,256054.0,Tue May 20 00:00:00 EDT 2008,2085.0,CA,6344 BONHAM CIR,Multi-Family,95610.0,226436.2857142857,0.22311636040770794,-0.07696294871285006,0.35812435589144626,0.9027429052206928,0.02681992337164751,-1.65184257134247
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.45967,-121.36046100000002,257729.0,Tue May 20 00:00:00 EDT 2008,2170.0,CA,8207 YORKTON WAY,Residential,95829.0,294142.45454545453,0.3394112050044196,0.5990724828356587,0.37272414977670904,1.0023855699198783,0.8659003831417624,0.9193020546118198
,,,,,,,,,,,,,,,,,,
2.0,4.0,ELK GROVE,38.409634000000004,-121.41078700000001,260000.0,Tue May 20 00:00:00 EDT 2008,1595.0,CA,7922 MANSELL WAY,Residential,95758.0,231969.25,0.23262000288038737,-0.021717171803473354,0.2739608381999313,0.3283322498959769,0.5938697318007663,0.08573461880015501
,,,,,,,,,,,,,,,,,,
2.0,3.0,ANTELOPE,38.705849,-121.334701,261000.0,Tue May 20 00:00:00 EDT 2008,1567.0,CA,5712 MELBURY CIR,Residential,95843.0,232496.39393939395,0.23352544655812346,-0.016453722597759103,0.2691514943318447,0.29550878387742174,0.9195402298850575,1.0836674644901763
,,,,,,,,,,,,,,,,,,
2.0,4.0,LINCOLN,38.879084000000006,-121.29858600000001,261800.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,632 NEWBRIDGE LN,Residential,95648.0,96539.26388888889,0.0,-1.3739642518817308,0.0,-1.5414330465181494,0.1724137931034483,-1.2057078873869311
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.482704,-121.500433,264469.0,Tue May 20 00:00:00 EDT 2008,1253.0,CA,1570 GLIDDEN AVE,Residential,95822.0,157677.66666666666,0.10501378489842528,-0.7635069299037914,0.21521813809687393,-0.07258294218780438,0.8390804597701149,0.8371193496726416
,,,,,,,,,,,,,,,,,,
3.0,4.0,ANTELOPE,38.717042,-121.35468,265000.0,Tue May 20 00:00:00 EDT 2008,1768.0,CA,8108 FILIFERA WAY,Residential,95843.0,232496.39393939395,0.23352544655812346,-0.016453722597759103,0.30367571281346617,0.5311343792249072,0.9195402298850575,1.0836674644901763
,,,,,,,,,,,,,,,,,,
0.0,0.0,SACRAMENTO,38.676937,-121.52924399999999,270000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,230 BANKSIDE WAY,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.0,-1.5414330465181494,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
3.0,4.0,SACRAMENTO,38.671807,-121.498274,270000.0,Tue May 20 00:00:00 EDT 2008,2030.0,CA,5342 CALABRIA WAY,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.3486774304362762,0.8382682398271023,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.665704,-121.529096,270000.0,Tue May 20 00:00:00 EDT 2008,1531.0,CA,47 NAPONEE CT,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.26296805221573344,0.2533071847107079,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
0.0,0.0,SACRAMENTO,38.647960999999995,-121.54316200000001,270000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,4236 ADRIATIC SEA WAY,Residential,95834.0,248426.27272727274,0.26088724844504374,0.1426036080235157,0.0,-1.5414330465181494,0.8850574712643678,0.9780039867112328
,,,,,,,,,,,,,,,,,,
3.0,4.0,ELK GROVE,38.435288,-121.375703,275000.0,Tue May 20 00:00:00 EDT 2008,1653.0,CA,8864 REMBRANT CT,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.2839230504981106,0.39632371522012694,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
2.0,4.0,ELK GROVE,38.411522,-121.481406,275000.0,Tue May 20 00:00:00 EDT 2008,2056.0,CA,9455 SEA CLIFF WAY,Residential,95758.0,231969.25,0.23262000288038737,-0.021717171803473354,0.35314324974235656,0.8687471725586178,0.5938697318007663,0.08573461880015501
,,,,,,,,,,,,,,,,,,
3.0,4.0,ELK GROVE,38.404934000000004,-121.352405,280000.0,Tue May 20 00:00:00 EDT 2008,2494.0,CA,9720 LITTLE HARBOR WAY,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.42837512882171075,1.3821999624203025,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
2.0,3.0,FAIR OAKS,38.660322,-121.230101,286013.0,Tue May 20 00:00:00 EDT 2008,1450.0,CA,8806 PHOENIX AVE,Residential,95628.0,303500.6666666667,0.3554852473424705,0.6925127568771834,0.24905530745448298,0.1583535865856018,0.09578544061302682,-1.4405156157845833
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.633028,-121.52675500000001,292000.0,Tue May 20 00:00:00 EDT 2008,2169.0,CA,3578 LOGGERHEAD WAY,Residential,95834.0,248426.27272727274,0.26088724844504374,0.1426036080235157,0.37255238749570596,1.0012133032763584,0.8850574712643678,0.9780039867112328
,,,,,,,,,,,,,,,,,,
2.0,3.0,ROSEVILLE,38.752399,-121.33032800000001,292000.0,Tue May 20 00:00:00 EDT 2008,1440.0,CA,1416 LOCKHART WAY,Residential,95747.0,364660.65,0.46053609987295907,1.3031855573032454,0.24733768464445208,0.14663092015040352,0.5517241379310345,-0.04340963181855361
,,,,,,,,,,,,,,,,,,
2.0,3.0,FAIR OAKS,38.664552,-121.25593700000002,293993.0,Tue May 20 00:00:00 EDT 2008,1527.0,CA,5413 BUENA VENTURA WAY,Residential,95628.0,303500.6666666667,0.3554852473424705,0.6925127568771834,0.26228100309172103,0.2486181181366286,0.09578544061302682,-1.4405156157845833
,,,,,,,,,,,,,,,,,,
2.0,3.0,ROSEVILLE,38.776327,-121.28451399999999,294000.0,Tue May 20 00:00:00 EDT 2008,1401.0,CA,37 WHITE BIRCH CT,Residential,95678.0,269845.85,0.2976783777211746,0.35647471334721087,0.2406389556853315,0.10091252105313021,0.28735632183908044,-0.8534962947904532
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.65783,-121.456842,296769.0,Tue May 20 00:00:00 EDT 2008,1411.0,CA,405 MARLIN SPIKE WAY,Residential,95838.0,149461.35135135136,0.09090111054027583,-0.8455455441957693,0.2423565784953624,0.1126351874883285,0.9003831417624522,1.0249655323907632
,,,,,,,,,,,,,,,,,,
4.0,4.0,LINCOLN,38.864864000000004,-121.313988,297500.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,1102 CHESLEY LN,Residential,95648.0,96539.26388888889,0.0,-1.3739642518817308,0.0,-1.5414330465181494,0.1724137931034483,-1.2057078873869311
,,,,,,,,,,,,,,,,,,
0.0,0.0,GOLD RIVER,38.625289,-121.26028600000001,300000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,11281 STANFORD COURT LN Unit 604,Condo,95670.0,236060.2857142857,0.23964693071939736,0.019131175434781655,0.0,-1.5414330465181494,0.2567049808429119,-0.9474193861495139
,,,,,,,,,,,,,,,,,,
1.0,3.0,RIO LINDA,38.700553,-121.452223,300000.0,Tue May 20 00:00:00 EDT 2008,1284.0,CA,7320 6TH ST,Residential,95673.0,172727.61538461538,0.13086418343015552,-0.6132355624351656,0.22054276880796977,-0.03624267623868971,0.2681992337164751,-0.9121982268898662
,,,,,,,,,,,,,,,,,,
3.0,4.0,GALT,38.272942,-121.289148,300000.0,Tue May 20 00:00:00 EDT 2008,2307.0,CA,993 MANTON CT,Residential,95632.0,236943.42857142858,0.241163852487401,0.02794921776171236,0.3962555822741326,1.1629861000820947,0.1111111111111111,-1.3935540701050528
,,,,,,,,,,,,,,,,,,
2.0,3.0,PLACERVILLE,38.694559000000005,-120.848157,300000.0,Tue May 20 00:00:00 EDT 2008,1329.0,CA,4487 PANORAMA DR,Residential,95667.0,363863.4,0.45916671113844176,1.2952251416261154,0.2282720714531089,0.016509322719702568,0.24521072796934865,-0.9826405454091618
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.677454,-121.49479099999999,300500.0,Tue May 20 00:00:00 EDT 2008,1910.0,CA,5651 OVERLEAF WAY,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.32806595671590516,0.6975962426047229,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
2.0,3.0,GOLD RIVER,38.628732,-121.261149,305000.0,Tue May 20 00:00:00 EDT 2008,1981.0,CA,2015 PROMONTORY POINT LN,Residential,95670.0,236060.2857142857,0.23964693071939736,0.019131175434781655,0.3402610786671247,0.7808271742946307,0.2567049808429119,-0.9474193861495139
,,,,,,,,,,,,,,,,,,
0.0,0.0,ROSEVILLE,38.772771,-121.364877,306500.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,3224 PARKHAM DR,Residential,95747.0,364660.65,0.46053609987295907,1.3031855573032454,0.0,-1.5414330465181494,0.5517241379310345,-0.04340963181855361
,,,,,,,,,,,,,,,,,,
0.0,0.0,SACRAMENTO,38.668692,-121.54548999999999,312500.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,15 VANESSA PL,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.0,-1.5414330465181494,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
3.0,5.0,LINCOLN,38.866409000000004,-121.308485,315000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,1312 RENISON LN,Residential,95648.0,96539.26388888889,0.0,-1.3739642518817308,0.0,-1.5414330465181494,0.1724137931034483,-1.2057078873869311
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.447353,-121.434969,319789.0,Tue May 20 00:00:00 EDT 2008,2205.0,CA,8 RIVER RAFT CT,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.37873582961181723,1.0434149024430721,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,2.0,LINCOLN,38.849924,-121.275729,330000.0,Tue May 20 00:00:00 EDT 2008,1449.0,CA,2251 LAMPLIGHT LN,Residential,95648.0,96539.26388888889,0.0,-1.3739642518817308,0.2488835451734799,0.15718131994208198,0.1724137931034483,-1.2057078873869311
,,,,,,,,,,,,,,,,,,
2.0,3.0,FOLSOM,38.667834,-121.168578,330000.0,Tue May 20 00:00:00 EDT 2008,1258.0,CA,106 FARHAM DR,Residential,95630.0,414960.17647058825,0.5469325939468102,1.8054184065584191,0.21607694950188938,-0.06672160897020525,0.10344827586206896,-1.417034842944818
,,,,,,,,,,,,,,,,,,
2.0,3.0,ELK GROVE,38.387014,-121.44096699999999,331000.0,Tue May 20 00:00:00 EDT 2008,2575.0,CA,5405 NECTAR CIR,Residential,95757.0,338334.5833333333,0.4153173866493973,1.0403239281900387,0.4422878735829612,1.4771535605454087,0.5900383141762452,0.0739942323802724
,,,,,,,,,,,,,,,,,,
1.0,2.0,SACRAMENTO,38.542727,-121.442449,334000.0,Tue May 20 00:00:00 EDT 2008,539.0,CA,5411 10TH AVE,Residential,95820.0,143371.47826086957,0.08044089905737113,-0.9063519678034251,0.09257986946066643,-0.9095813256609618,0.8314176245210728,0.8136385768328763
,,,,,,,,,,,,,,,,,,
3.0,4.0,RANCHO CORDOVA,38.573488,-121.28280900000001,336000.0,Tue May 20 00:00:00 EDT 2008,2208.0,CA,3512 RAINSONG CIR,Residential,95670.0,236060.2857142857,0.23964693071939736,0.019131175434781655,0.3792511164548265,1.0469317023736318,0.2567049808429119,-0.9474193861495139
,,,,,,,,,,,,,,,,,,
1.0,3.0,SACRAMENTO,38.563805,-121.43639499999999,339000.0,Tue May 20 00:00:00 EDT 2008,1108.0,CA,1106 55TH ST,Residential,95819.0,465750.0,0.6341712420111535,2.3125467947204723,0.19031260735142563,-0.2425616054981795,0.8275862068965517,0.8018981904129937
,,,,,,,,,,,,,,,,,,
2.0,4.0,FOLSOM,38.652002,-121.129504,339000.0,Tue May 20 00:00:00 EDT 2008,1595.0,CA,411 ILLSLEY WAY,Residential,95630.0,414960.17647058825,0.5469325939468102,1.8054184065584191,0.2739608381999313,0.3283322498959769,0.10344827586206896,-1.417034842944818
,,,,,,,,,,,,,,,,,,
2.0,4.0,GALT,38.279581,-121.30082800000001,345000.0,Tue May 20 00:00:00 EDT 2008,2159.0,CA,796 BUTTERCUP CIR,Residential,95632.0,236943.42857142858,0.241163852487401,0.02794921776171236,0.370834764685675,0.9894906368411601,0.1111111111111111,-1.3935540701050528
,,,,,,,,,,,,,,,,,,
3.0,4.0,PLACERVILLE,38.738141,-120.784145,350000.0,Tue May 20 00:00:00 EDT 2008,2295.0,CA,1230 SANDRA CIR,Residential,95667.0,363863.4,0.45916671113844176,1.2952251416261154,0.3941944349020955,1.1489189003598568,0.24521072796934865,-0.9826405454091618
,,,,,,,,,,,,,,,,,,
2.0,3.0,ROSEVILLE,38.782094,-121.297133,356000.0,Tue May 20 00:00:00 EDT 2008,1838.0,CA,318 ANACAPA DR,Residential,95678.0,269845.85,0.2976783777211746,0.35647471334721087,0.31569907248368256,0.6131930442712952,0.28735632183908044,-0.8534962947904532
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.487409,-121.461413,361745.0,Tue May 20 00:00:00 EDT 2008,1900.0,CA,3975 SHINING STAR DR,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.32634833390587425,0.6858735761695246,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.591822,-121.47864399999999,361948.0,Tue May 20 00:00:00 EDT 2008,1718.0,CA,1620 BASLER ST,Residential,95811.0,403474.0,0.5272034742710483,1.6907307436587606,0.2950875987633116,0.4725210470489158,0.7969348659003831,0.707975099053933
,,,,,,,,,,,,,,,,,,
3.0,5.0,ELK GROVE,38.405224,-121.479275,370000.0,Tue May 20 00:00:00 EDT 2008,3389.0,CA,9688 NATURE TRAIL WAY,Residential,95757.0,338334.5833333333,0.4153173866493973,1.0403239281900387,0.5821023703194779,2.431378608370549,0.5900383141762452,0.0739942323802724
,,,,,,,,,,,,,,,,,,
2.0,4.0,ROCKLIN,38.778690999999995,-121.204292,380000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,5924 TANUS CIR,Residential,95677.0,430640.8333333333,0.5738663222098072,1.961987295511561,0.0,-1.5414330465181494,0.2835249042145594,-0.8652366812103357
,,,,,,,,,,,,,,,,,,
4.0,5.0,ELK GROVE,38.405527,-121.43174599999999,385000.0,Tue May 20 00:00:00 EDT 2008,3260.0,CA,9629 CEDAR OAK WAY,Residential,95757.0,338334.5833333333,0.4153173866493973,1.0403239281900387,0.5599450360700791,2.2801562113564913,0.5900383141762452,0.0739942323802724
,,,,,,,,,,,,,,,,,,
2.0,3.0,CAMERON PARK,38.664225,-121.007173,399000.0,Tue May 20 00:00:00 EDT 2008,2016.0,CA,3429 FERNBROOK CT,Residential,95682.0,268650.0,0.29562433756040635,0.3445343394525784,0.34627275850223294,0.8218565068178246,0.30268199233716475,-0.8065347491109227
,,,,,,,,,,,,,,,,,,
2.0,4.0,ROCKLIN,38.805749,-121.28093100000001,402000.0,Tue May 20 00:00:00 EDT 2008,2607.0,CA,2121 HANNAH WAY,Residential,95765.0,355214.9090909091,0.44431171456085095,1.2088713221011937,0.4477842665750601,1.5146660931380431,0.6206896551724138,0.1679173237393332
,,,,,,,,,,,,,,,,,,
3.0,4.0,ELK GROVE,38.390465,-121.44347900000001,406026.0,Tue May 20 00:00:00 EDT 2008,2724.0,CA,10104 ANNIE ST,Residential,95757.0,338334.5833333333,0.4153173866493973,1.0403239281900387,0.46788045345242185,1.651821290429863,0.5900383141762452,0.0739942323802724
,,,,,,,,,,,,,,,,,,
4.0,5.0,GALT,38.271646000000004,-121.28684799999999,420000.0,Tue May 20 00:00:00 EDT 2008,3746.0,CA,1092 MAUGHAM CT,Residential,95632.0,236943.42857142858,0.241163852487401,0.02794921776171236,0.6434215046375816,2.849877800107128,0.1111111111111111,-1.3935540701050528
,,,,,,,,,,,,,,,,,,
0.0,0.0,RANCHO CORDOVA,38.527502,-121.233492,425000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,5404 ALMOND FALLS WAY,Residential,95742.0,350009.0909090909,0.4353699914224035,1.1568920475112476,0.0,-1.5414330465181494,0.5325670498084292,-0.10211156391796662
,,,,,,,,,,,,,,,,,,
2.0,4.0,RANCHO MURIETA,38.512602,-121.08723300000001,425000.0,Tue May 20 00:00:00 EDT 2008,3192.0,CA,6306 CONEJO,Residential,95683.0,223812.5,0.21860964030870478,-0.10316103580401315,0.5482652009618688,2.200442079597143,0.3065134099616858,-0.7947943626910401
,,,,,,,,,,,,,,,,,,
0.0,0.0,SACRAMENTO,38.650221,-121.551704,433500.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,14 CASA VATONI PL,Residential,95834.0,248426.27272727274,0.26088724844504374,0.1426036080235157,0.0,-1.5414330465181494,0.8850574712643678,0.9780039867112328
,,,,,,,,,,,,,,,,,,
3.0,4.0,LINCOLN,38.857634999999995,-121.311375,436746.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,1456 EAGLESFIELD LN,Residential,95648.0,96539.26388888889,0.0,-1.3739642518817308,0.0,-1.5414330465181494,0.1724137931034483,-1.2057078873869311
,,,,,,,,,,,,,,,,,,
3.0,5.0,EL DORADO HILLS,38.679136,-121.034329,438700.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,4100 BOTHWELL CIR,Residential,95762.0,491698.95652173914,0.6787422156497218,2.5716430384342606,0.0,-1.5414330465181494,0.6091954022988506,0.1326961644796854
,,,,,,,,,,,,,,,,,,
1.0,2.0,SACRAMENTO,38.582603999999996,-121.47576000000001,445000.0,Tue May 20 00:00:00 EDT 2008,1247.0,CA,427 21ST ST,Residential,95811.0,403474.0,0.5272034742710483,1.6907307436587606,0.21418756441085537,-0.07961654204892335,0.7969348659003831,0.707975099053933
,,,,,,,,,,,,,,,,,,
2.0,4.0,FOLSOM,38.676306,-121.09953999999999,450000.0,Tue May 20 00:00:00 EDT 2008,2581.0,CA,1044 GALSTON DR,Residential,95630.0,414960.17647058825,0.5469325939468102,1.8054184065584191,0.44331844726897973,1.4841871604065278,0.10344827586206896,-1.417034842944818
,,,,,,,,,,,,,,,,,,
1.0,3.0,SACRAMENTO,38.646374,-121.35365800000001,460000.0,Tue May 20 00:00:00 EDT 2008,2068.0,CA,4440 SYCAMORE AVE,Residential,95841.0,213806.14285714287,0.20142231795688895,-0.20307293579894814,0.35520439711439367,0.8828143722808557,0.9118773946360154,1.060186691650411
,,,,,,,,,,,,,,,,,,
2.0,3.0,EL DORADO HILLS,38.668239,-121.06443700000001,460000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,1032 SOUZA DR,Residential,95762.0,491698.95652173914,0.6787422156497218,2.5716430384342606,0.0,-1.5414330465181494,0.6091954022988506,0.1326961644796854
,,,,,,,,,,,,,,,,,,
3.0,4.0,ELK GROVE,38.403609,-121.33554099999999,460000.0,Tue May 20 00:00:00 EDT 2008,3992.0,CA,9760 LAZULITE CT,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.6856750257643421,3.1382553944130054,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
4.0,4.0,SACRAMENTO,38.665696000000004,-121.54943700000001,465000.0,Tue May 20 00:00:00 EDT 2008,3397.0,CA,241 LANFRANCO CIR,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.5834764685675026,2.4407567415187077,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
3.0,5.0,SACRAMENTO,38.677225,-121.519687,471750.0,Tue May 20 00:00:00 EDT 2008,3881.0,CA,5559 NORTHBOROUGH DR,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.666609412572999,3.0081337969823045,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
3.0,5.0,ROCKLIN,38.801637,-121.278798,480000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,2125 BIG SKY DR,Residential,95765.0,355214.9090909091,0.44431171456085095,1.2088713221011937,0.0,-1.5414330465181494,0.6206896551724138,0.1679173237393332
,,,,,,,,,,,,,,,,,,
2.0,2.0,CARMICHAEL,38.602754,-121.329326,484000.0,Tue May 20 00:00:00 EDT 2008,1598.0,CA,2109 HAMLET PL,Residential,95608.0,295684.75,0.3420603138419885,0.6144720600261638,0.27447612504294056,0.3318490498265364,0.019157088122605363,-1.6753233441822353
,,,,,,,,,,,,,,,,,,
3.0,4.0,PLACERVILLE,38.787877,-120.816676,485000.0,Tue May 20 00:00:00 EDT 2008,1929.0,CA,9970 STATE HIGHWAY 193,Residential,95667.0,363863.4,0.45916671113844176,1.2952251416261154,0.33132944005496395,0.7198693088315996,0.24521072796934865,-0.9826405454091618
,,,,,,,,,,,,,,,,,,
3.0,4.0,ELK GROVE,38.398488,-121.473424,495000.0,Tue May 20 00:00:00 EDT 2008,3070.0,CA,2901 PINTAIL WAY,Residential,95757.0,338334.5833333333,0.4153173866493973,1.0403239281900387,0.5273102026794916,2.0574255490877236,0.5900383141762452,0.0739942323802724
,,,,,,,,,,,,,,,,,,
0.0,0.0,ROSEVILLE,38.770153,-121.30003899999998,500500.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,201 FIRESTONE DR,Residential,95678.0,269845.85,0.2976783777211746,0.35647471334721087,0.0,-1.5414330465181494,0.28735632183908044,-0.8534962947904532
,,,,,,,,,,,,,,,,,,
3.0,3.0,AUBURN,38.891935,-121.08434,504000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,1740 HIGH ST,Residential,95603.0,405890.8,0.531354667364283,1.7148621109945872,0.0,-1.5414330465181494,0.0,-1.7340252762816484
,,,,,,,,,,,,,,,,,,
0.0,0.0,EL DORADO HILLS,38.628459,-121.05507800000001,541000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,2733 DANA LOOP,Residential,95762.0,491698.95652173914,0.6787422156497218,2.5716430384342606,0.0,-1.5414330465181494,0.6091954022988506,0.1326961644796854
,,,,,,,,,,,,,,,,,,
0.0,0.0,WILTON,38.408840999999995,-121.198039,560000.0,Tue May 20 00:00:00 EDT 2008,0.0,CA,9741 SADDLEBRED CT,Residential,95693.0,617508.4,0.8948375867315912,3.827830515631315,0.0,-1.5414330465181494,0.3448275862068966,-0.6773904984922141
,,,,,,,,,,,,,,,,,,
3.0,5.0,SACRAMENTO,38.47643,-121.309243,572500.0,Tue May 20 00:00:00 EDT 2008,3984.0,CA,7756 TIGERWOODS DR,Residential,95829.0,294142.45454545453,0.3394112050044196,0.5990724828356587,0.6843009275163174,3.1288772612648468,0.8659003831417624,0.9193020546118198
,,,,,,,,,,,,,,,,,,
